1684742930096863	0	5305105
1684742930130291	0	5887935
1684742930126452	0	5946084
1684742930105244	0	7534853
1684742936072605	200	4308396
1684742935402098	200	5381108
1684742937640164	200	3576796
1684742936018293	200	5205861
1684742940783303	200	3883405
1684742940381082	200	4341046
1684742941217036	200	3850028
1684742941224236	200	4264944
1684742944666796	200	3296848
1684742944722179	200	3884223
1684742945067111	200	4557167
1684742945489243	200	4392587
1684742947963725	200	3147282
1684742948606465	200	3041821
