1684683978157845	200	233101
1684683978227714	200	257770
1684683978251812	200	385334
1684683978238305	200	418421
1684683978390998	200	380851
1684683978485531	200	317405
1684683978637173	200	234025
1684683978656768	200	246834
1684683978802969	200	254862
1684683978771875	200	298728
1684683978871227	200	282337
1684683978903634	200	310972
1684683979057862	200	209114
1684683979070628	200	253621
1684683979153592	200	212378
1684683979214638	200	237222
1684683979366001	200	240227
1684683979324279	200	345451
1684683979451889	200	242106
1684683979267005	200	446007
1684683979669761	200	220324
1684683979606272	200	298196
1684683979694022	200	301962
1684683979713040	200	298484
1684683979890141	200	246285
1684683979904516	200	269614
1684683980011548	200	222182
1684683979996014	200	290028
1684683980136456	200	301657
1684683980174170	200	271757
1684683980233757	200	350518
1684683980286072	200	355801
1684683980438220	200	316266
1684683980445959	200	356355
1684683980641905	200	248226
1684683980584347	200	315225
1684683980754520	200	239534
1684683980802363	200	232372
1684683980899593	200	238783
1684683980890183	200	296266
1684683980994089	200	235968
1684683981034798	200	249445
1684683981186481	200	225566
1684683981138417	200	319664
1684683981284321	200	247766
1684683981230111	200	316747
1684683981412077	200	238861
1684683981458102	200	251160
1684683981532109	200	229924
1684683981650967	200	222302
1684683981546872	200	337397
1684683981709286	200	243351
1684683981762053	200	248405
1684683981873300	200	245776
1684683981884287	200	287046
1684683982010494	200	212744
1684683981952671	200	320287
1684683982171371	200	228314
1684683982119111	200	291510
1684683982223277	200	251493
1684683982272994	200	248262
1684683982399726	200	224343
1684683982410650	200	249371
1684683982474806	200	273455
1684683982521292	200	293548
1684683982660053	200	260644
1684683982624169	200	303871
1684683982748320	200	265940
1684683982814881	200	234023
1684683982928061	200	240791
1684683982920729	200	293670
1684683983014281	200	324933
1684683983168903	200	227926
1684683983049277	200	347702
1684683983214461	200	245569
1684683983339274	200	256013
1684683983396867	200	230281
1684683983396986	200	317395
1684683983460066	200	271111
1684683983595324	200	218443
1684683983627180	200	237588
1684683983731212	200	218325
1684683983714417	200	305679
1684683983864800	200	221844
1684683983813801	200	321099
1684683983949570	200	280606
1684683984020135	200	239686
1684683984086681	200	243923
1684683984134934	200	240542
1684683984259858	200	210736
1684683984230215	200	294562
1684683984330641	200	302325
1684683984375513	200	273033
1684683984470628	200	225867
1684683984524859	200	213989
1684683984648566	200	238272
1684683984632993	200	285148
1684683984696523	200	291532
1684683984738901	200	270967
1684683984886881	200	212519
1684683984918159	200	240927
1684683985009899	200	211375
1684683984988090	200	381521
1684683985099435	200	327969
1684683985159122	200	313784
1684683985221308	200	382919
1684683985369649	200	399414
1684683985427442	200	354636
1684683985472940	200	392400
1684683985604261	200	322017
1684683985769097	200	288397
1684683985782112	200	424364
1684683985865379	200	372784
1684683985926315	200	326394
1684683986057526	200	230314
1684683986206508	200	227542
1684683986238191	200	320550
1684683986252734	200	313483
1684683986287871	200	330010
1684683986434087	200	259756
1684683986558785	200	198695
1684683986566250	200	313377
1684683986757515	200	259903
1684683986617921	200	405037
1684683986693882	200	349115
1684683986879664	200	238629
1684683987017454	200	205592
1684683987043025	200	329945
1684683987022981	200	354307
1684683987223081	200	208478
1684683987118328	200	327676
1684683987373004	200	181780
1684683987377335	200	260853
1684683987431593	200	237348
1684683987446039	200	254366
1684683987554815	200	175785
1684683987638225	200	206786
1684683987668975	200	207051
1684683987700439	200	207642
1684683987730636	200	213560
1684683987876062	200	172031
1684683987845051	200	240744
1684683987944229	200	167429
1684683987908117	200	232268
1684683988048125	200	255940
1684683988111699	200	193086
1684683988085837	200	223818
