1684684191598566	200	182343
1684684190569606	200	1571462
1684684191780981	200	427143
1684684190577186	200	1641042
1684684190569755	200	1693740
1684684190569735	200	1693858
1684684190569671	200	1693956
1684684190569710	200	1693952
1684684192141106	200	165551
1684684190567219	200	1739535
1684684192208160	200	330750
1684684192218260	200	395642
1684684192263531	200	363168
1684684192263667	200	413793
1684684192306692	200	477264
1684684192263632	200	535280
1684684192306760	200	503432
1684684192263599	200	559865
1684684192626738	200	226253
1684684192538946	200	345126
1684684192613941	200	414737
1684684192677498	200	399001
1684684192884104	200	401867
1684684192853025	200	506572
1684684192783992	200	577934
1684684192823499	200	563219
1684684192798946	200	622227
1684684192810226	200	617907
1684684193028722	200	416418
1684684193076539	200	383111
1684684193286006	200	205216
1684684193361947	200	541402
1684684193386753	200	529068
1684684193359635	200	598021
1684684193445174	200	536238
1684684193459685	200	529786
1684684193428166	200	603246
1684684193421206	200	662611
1684684193491254	200	610590
1684684193903393	200	591588
1684684193915860	200	659949
1684684193957693	200	618224
1684684193981448	200	650198
1684684194031448	200	636857
1684684194083851	200	591240
1684684193989511	200	693590
1684684194101878	200	581325
1684684194495024	200	275136
1684684194575848	200	304529
1684684194575924	200	546313
1684684194668339	200	524786
1684684194683211	200	528547
1684684194631681	200	636599
1684684194675125	200	629906
1684684194683133	200	637211
1684684194770194	200	556855
1684684194880413	200	459590
1684684195122274	200	274100
1684684195193162	200	407478
1684684195211793	200	399921
1684684195268315	200	561654
1684684195305064	200	541004
1684684195327083	200	562166
1684684195320379	200	600792
1684684195340039	200	595047
1684684195396411	200	575682
1684684195600676	200	376846
1684684195611750	200	492344
1684684195830008	200	362311
1684684195846097	200	495281
1684684195935125	200	494917
1684684195921207	200	548572
1684684195889283	200	599755
1684684195972126	200	572791
1684684195977544	200	573155
1684684196104130	200	479420
1684684196192352	200	421978
1684684196341416	200	273006
1684684196469815	200	163232
1684684196430077	200	232828
1684684196489072	200	205842
1684684196544952	200	283333
1684684196550729	200	284617
1684684196614364	200	426045
1684684196583590	200	483474
1684684196614429	200	485965
1684684196835383	200	295967
1684684196694946	200	459419
1684684196662942	200	506225
1684684196633082	200	576196
1684684196828321	200	384938
1684684197067099	200	233797
1684684197040458	200	260555
1684684197100426	200	346668
1684684197169202	200	344010
1684684197154399	200	358920
1684684197131386	200	439805
1684684197213282	200	440012
