1684743787433549	0	283695
1684743787497487	0	274096
1684743787771618	200	370607
1684743787717335	200	1190525
1684743788907915	200	413240
1684743788142269	200	1197702
1684743789321198	200	332118
1684743789340008	200	313483
1684743789653498	200	316432
1684743789653363	200	328651
1684743789982049	200	316508
1684743789969970	200	447471
1684743790298597	200	301105
1684743790417485	200	278280
1684743790599734	200	283816
1684743790695804	200	303916
1684743790883610	200	391086
1684743790999765	200	279884
1684743791279686	200	305662
1684743791274739	200	316986
1684743791591772	200	285298
1684743791877115	200	273391
1684743792150552	200	277045
1684743792427640	200	305818
1684743791585403	200	1179441
1684743792733501	200	312106
1684743792764880	200	304949
1684743793045643	200	299454
1684743793069863	200	342110
1684743793412010	200	311855
1684743793723909	200	283884
1684743794007833	200	275907
1684743793345145	200	1216769
1684743794283776	200	292304
1684743794561953	200	306767
1684743794576121	200	311404
1684743794868759	200	315835
1684743794887562	200	301718
1684743795184631	200	298989
1684743795189315	200	385003
1684743795483656	200	315658
1684743795574358	200	295100
1684743795799349	200	302208
1684743795869495	200	271034
1684743796101592	200	306336
1684743796140567	200	279166
1684743796407967	200	298771
1684743796419765	200	297559
1684743796706775	200	282009
1684743796717344	200	276853
1684743796988829	200	273754
1684743796994225	200	280200
1684743797274461	200	308854
1684743797262618	200	326977
1684743797589629	200	304628
1684743797894291	200	315547
1684743798209878	200	289679
1684743798499603	200	286433
1684743797583353	200	1208641
1684743798786094	200	286587
1684743798792029	200	320325
1684743799112389	200	285919
1684743799072721	200	325788
1684743799398520	200	382205
1684743799398344	200	393600
1684743799780764	200	287198
1684743799791980	200	299987
1684743800068001	200	286726
1684743800092004	200	273992
1684743800366035	200	306242
1684743800354764	200	323225
1684743800678021	200	278010
1684743800672324	200	313636
1684743800956068	200	308572
1684743800985998	200	305699
1684743801264678	200	373264
1684743801291731	200	357906
1684743801638004	200	303582
1684743801649688	200	298490
1684743801948220	200	283411
1684743801941646	200	298617
1684743802240302	200	274527
1684743802231672	200	287995
1684743802519706	200	299929
1684743802514870	200	304912
1684743802819791	200	298993
1684743802819672	200	314387
1684743803118822	200	314637
1684743803134095	200	329940
1684743803433509	200	300309
1684743803464071	200	289177
1684743803753299	200	274751
1684743803733853	200	372609
1684743804028092	200	339544
1684743804367673	200	277977
1684743804645689	200	278516
1684743804924244	200	299718
1684743804106506	200	1196588
1684743805303131	200	330818
1684743805224005	200	427984
1684743805633984	200	315690
1684743805652029	200	315658
1684743805949722	200	286302
1684743806236053	200	271651
1684743806507744	200	275867
1684743806783648	200	286755
1684743805967727	200	1192308
1684743807070457	200	278922
1684743807160079	200	470415
1684743807349419	200	296595
1684743807630536	200	300345
1684743807646054	200	332022
1684743807930918	200	293907
1684743807978112	200	277483
1684743808224862	200	288720
1684743808513621	200	304184
1684743808817845	200	310942
1684743809128834	200	254946
1684743808255633	200	1228313
1684743809383822	200	276373
1684743809484000	200	286321
1684743809660236	200	293693
1684743809770368	200	250302
1684743809953972	200	285459
1684743810020708	200	264096
1684743810239464	200	276810
1684743810284839	200	262178
1684743810516314	200	291889
1684743810547052	200	306649
1684743810808240	200	328155
1684743810853735	200	292618
1684743811136443	200	291291
1684743811146394	200	293724
1684743811427769	200	326633
1684743811440155	200	319240
1684743811754444	200	296265
1684743811759416	200	315076
1684743812050747	200	293858
1684743812074530	200	281515
1684743812344638	200	289894
1684743812356083	200	304065
1684743812634566	200	278097
1684743812660186	200	286124
1684743812912702	200	295753
1684743812946344	200	307949
1684743813208495	200	310258
1684743813254325	200	293937
1684743813518784	200	326850
1684743813548317	200	315470
1684743813845675	200	300330
1684743814146039	200	368069
1684743814514152	200	300289
1684743813863807	200	1171854
1684743814814479	200	298109
1684743815035702	200	264857
1684743815112626	200	289849
1684743815300598	200	280020
1684743815402512	200	282056
1684743815580654	200	277832
1684743815684604	200	287566
1684743815858522	200	320945
1684743815972207	200	294601
1684743816266843	200	286752
1684743816553633	200	268770
1684743816822451	200	283955
1684743816179498	200	1159964
1684743817106443	200	287753
