1684743751789939	200	20751233
1684743772541269	200	334832
1684743772876141	200	288061
1684743773164240	200	545572
1684743773709855	200	261570
1684743751792873	200	22224213
1684743773971475	200	293800
1684743774017124	200	304516
1684743774321677	200	512077
1684743774265313	200	586030
1684743774833789	200	312344
1684743774851381	200	305802
1684743775146172	200	290863
1684743775157221	200	442441
1684743775437072	200	278203
1684743775599733	200	291566
1684743775715312	200	310093
1684743775891338	200	316873
1684743776025437	200	291832
1684743776208248	200	290547
1684743776317315	200	294058
1684743776498831	200	294104
1684743776611409	200	327427
1684743776792977	200	302729
1684743776938876	200	314332
1684743777095745	200	316247
1684743777253240	200	323013
1684743777412033	200	283777
1684743777576310	200	298483
1684743777695851	200	269539
1684743777874825	200	314760
1684743777965423	200	271914
1684743778189622	200	343473
1684743778533129	200	306533
1684743778839704	200	293493
1684743779133235	200	295911
1684743778237375	200	1308264
1684743779429190	200	305486
1684743779545680	200	322324
1684743779734716	200	318377
1684743779868043	200	295495
1684743780163579	200	302558
1684743780466172	200	258109
1684743780724314	200	252971
1684743780977330	200	267040
1684743781244410	200	272028
1684743780053143	200	1498061
1684743781516476	200	290845
1684743781551245	200	324250
1684743781807358	200	260686
1684743781875526	200	279498
1684743782068100	200	290751
1684743782155061	200	283997
1684743782358892	200	259224
1684743782439093	200	300192
1684743782618217	200	277152
1684743782739332	200	304213
1684743783043589	200	315898
